Date,Bitcoin,Gold,SP500,Bitcoin_Norm,Gold_Norm,SP500_Norm,Bitcoin_Ret,Gold_Ret,SP500_Ret
2016-02-12,384.2630004882813,1239.0999755859375,1864.780029296875,101.21400245745711,99.29481139065952,101.9518049565855,0.012140024574571084,-0.007051886093404791,0.019518049565855122
2016-02-13,391.8599853515625,1239.0999755859375,1864.780029296875,103.2150310333136,99.29481139065952,101.9518049565855,0.019770274144603306,0.0,0.0
2016-02-14,407.2300109863281,1239.0999755859375,1864.780029296875,107.26346091178634,99.29481139065952,101.9518049565855,0.03922325884072131,0.0,0.0
2016-02-15,400.18499755859375,1239.0999755859375,1864.780029296875,105.40782035966072,99.29481139065952,101.9518049565855,-0.017299838513058163,0.0,0.0
2016-02-16,407.4880065917969,1207.9000244140625,1895.5799560546875,107.33141636888928,96.79461501583178,103.6357076561836,0.018249082493738022,-0.025179526903889582,0.01651665412216241
2016-02-17,416.3219909667969,1211.0999755859375,1926.8199462890625,109.65826780945011,97.05104190174177,105.34366963624704,0.021679127316867275,0.002649185451773839,0.01648043921048603
2016-02-18,422.37298583984375,1226.0999755859375,1917.8299560546875,111.2520861296433,98.25306127080485,104.85216623287661,0.014534410875089776,0.012385434978431809,-0.004665713707027619
2016-02-19,420.7850036621094,1230.4000244140625,1917.780029296875,110.8338152270704,98.59764406942641,104.84943662241606,-0.003759667949825962,0.003507094783253839,-2.6032942938902792e-05
2016-02-20,437.16400146484375,1230.4000244140625,1917.780029296875,115.14800608528498,98.59764406942641,104.84943662241606,0.03892486105775461,0.0,0.0
2016-02-21,438.7980041503906,1230.4000244140625,1917.780029296875,115.57839868519773,98.59764406942641,104.84943662241606,0.003737733848330871,0.0,0.0
2016-02-22,437.74798583984375,1209.5,1945.5,115.30182624463224,96.92282845878677,106.36495105421359,-0.0023929423119869453,-0.016986365409099702,0.014454197186153817
2016-02-23,420.7359924316406,1222.300048828125,1921.27001953125,110.82090578016866,97.94855556654407,105.0402424000871,-0.03886252811778146,0.010582925860376236,-0.012454371867771763
2016-02-24,424.9549865722656,1238.699951171875,1929.800048828125,111.93217926414864,99.26275558440611,105.50659868312647,0.01002765205857803,0.013417247556746226,0.004439786812972857
2016-02-25,424.54400634765625,1238.199951171875,1951.699951171875,111.82392800547758,99.22268827210401,106.70391661727452,-0.0009671147241367972,-0.00040364900275247084,0.011348275359951865
2016-02-26,432.1520080566406,1219.800048828125,1948.050048828125,113.82785839349567,97.74821900503355,106.50436807749264,0.017920407767467728,-0.014860202769621855,-0.0018701144822791393
2016-02-27,432.5190124511719,1219.800048828125,1948.050048828125,113.92452651830287,97.74821900503355,106.50436807749264,0.0008492483841082699,0.0,0.0
2016-02-28,433.5039978027344,1219.800048828125,1948.050048828125,114.183969425028,97.74821900503355,106.50436807749264,0.0022773226683849845,0.0,0.0
2016-02-29,437.6969909667969,1233.9000244140625,1932.22998046875,115.2883943107762,98.87811525554112,105.63944862402606,0.009672328710496725,0.011559251534285053,-0.008120976341902342
2016-03-01,435.12298583984375,1230.300048828125,1978.3499755859373,114.61040720060973,98.58963256337772,108.16093462929987,-0.005880792374806099,-0.0029175585660977665,0.023868791801894496
2016-03-02,423.989013671875,1241.0999755859375,1986.449951171875,111.677744193924,99.45508063986793,108.60377888873887,-0.02558810389315269,0.00877828686433002,0.004094308735004715
2016-03-03,421.6510009765625,1257.4000244140625,1993.4000244140625,111.06191695479811,100.76127893373996,108.98375534735027,-0.005514323767648155,0.013133550196413157,0.0034987406745825567
2016-03-04,410.9389953613281,1269.9000244140625,1999.989990234375,108.2403989806842,101.76296174129253,109.34404390655175,-0.02540490972492626,0.009941148208443051,0.0033058923144386743
2016-03-05,400.5700073242188,1269.9000244140625,1999.989990234375,105.50923105836083,101.76296174129253,109.34404390655175,-0.025232426598970292,0.0,0.0
2016-03-06,407.7070007324219,1269.9000244140625,1999.989990234375,107.3890989286445,101.76296174129253,109.34404390655175,0.0178170938355513,0.0,0.0
2016-03-07,414.3210144042969,1263.199951171875,2001.760009765625,109.131215122991,101.22605388720916,109.44081493754965,0.016222467752560865,-0.005276063558845023,0.0008850141950174084
2016-03-08,413.9719848632813,1262.0999755859375,1979.260009765625,109.03928153381592,101.13790775655625,108.21068828696121,-0.0008424133193374317,-0.0008707850130275085,-0.011240108649505087
2016-03-09,414.8599853515625,1256.5999755859375,1989.260009765625,109.27317884760596,100.69716732123312,108.75741124277829,0.0021450738715433904,-0.004357816422147165,0.0050523932937867055
2016-03-10,417.1310119628906,1272.0,1989.5699462890625,109.87136210419803,101.93124249654963,108.77435618399925,0.005474200191670997,0.012255311724705065,0.00015580493345068724
2016-03-11,421.6900024414063,1258.699951171875,2022.18994140625,111.07218985214584,100.86544807649022,110.55776619891999,0.010929397114499917,-0.010456013229658057,0.01639550053418848
2016-03-12,411.6239929199219,1258.699951171875,2022.18994140625,108.42082578339682,100.86544807649022,110.55776619891999,-0.023870638296394242,0.0,0.0
2016-03-13,414.0650024414063,1258.699951171875,2022.18994140625,109.06378215284238,100.86544807649022,110.55776619891999,0.0059301925142136724,0.0,0.0
2016-03-14,416.43798828125,1244.4000244140625,2019.6400146484373,109.68882123888568,99.71952881388529,110.41835584950515,0.005730950034057658,-0.011360870193487305,-0.00126097292128724
2016-03-15,416.8299865722656,1230.4000244140625,2015.9300537109373,109.7920726993171,98.59764406942641,110.21552376853356,0.0009413125172212933,-0.011250401579341096,-0.0018369416879204792
2016-03-16,417.010986328125,1229.300048828125,2027.219970703125,109.83974762433219,98.5094979387735,110.8327694474234,0.0004342292102057499,-0.0008939983453440936,0.005600351545632876
2016-03-17,420.6210021972656,1264.5,2040.5899658203125,110.79061761334066,101.33023281201807,111.56373777239628,0.008656884320788816,0.028634141197204643,0.006595236486620859
2016-03-18,409.5480041503906,1253.800048828125,2049.580078125,107.87401505180416,100.47279624157655,112.0552478496309,-0.026325357005549388,-0.00846180401097274,0.004405643688967897
2016-03-19,410.4440002441406,1253.800048828125,2049.580078125,108.11001838993313,100.47279624157655,112.0552478496309,0.0021877681850965836,0.0,0.0
2016-03-20,413.7550048828125,1253.800048828125,2049.580078125,108.98212949927581,100.47279624157655,112.0552478496309,0.008066885218695807,0.0,0.0
2016-03-21,413.3070068359375,1243.800048828125,2051.60009765625,108.86412783021133,99.67144999553449,112.16568695452422,-0.0010827616381386962,-0.007975753398116847,0.0009855772666846896
2016-03-22,418.0889892578125,1248.199951171875,2049.800048828125,110.1236911500838,100.02403451814605,112.06727415293147,0.011570049243740943,0.0035374675759947127,-0.000877387766836879
2016-03-23,418.0409851074219,1223.699951171875,2036.7099609375,110.11104696578964,98.06073621534303,111.35160899858467,-0.0001148180211008043,-0.019628265469004536,-0.006386031602501285
2016-03-24,416.3940124511719,1221.4000244140625,2035.93994140625,109.67723810502179,97.87643244798855,111.30951026316849,-0.0039397396784595085,-0.0018794858622083188,-0.0003780702927851376
2016-03-25,417.177001953125,1221.4000244140625,2035.93994140625,109.88347576327706,97.87643244798855,111.30951026316849,0.001880405285714648,0.0,0.0
2016-03-26,417.9450073242188,1221.4000244140625,2035.93994140625,110.08576663546215,97.87643244798855,111.30951026316849,0.0018409580765434974,0.0,0.0
2016-03-27,426.7650146484375,1221.4000244140625,2035.93994140625,112.40893655256032,97.87643244798855,111.30951026316849,0.021103272367545278,0.0,0.0
2016-03-28,424.2309875488281,1219.9000244140625,2037.050048828125,111.74147956408831,97.75623051108224,111.3702023842647,-0.005937757343340011,-0.0012280988783504032,0.0005452554858313974
2016-03-29,416.5159912109375,1235.5999755859375,2055.010009765625,109.70936703358109,99.01434020454481,112.35211467727562,-0.01818583876313995,0.012869867085555597,0.008816651779288476
2016-03-30,414.8160095214844,1226.9000244140625,2063.949951171875,109.26159571374208,98.31717288331167,112.84088179632128,-0.004081431986586503,-0.007041074250385471,0.004350315260639448
2016-03-31,416.72900390625,1234.199951171875,2059.739990234375,109.76547409421258,98.90214977368719,112.61071356755883,0.004611669609792424,0.005949895356224033,-0.00203975921756705
2016-04-01,417.9599914550781,1222.199951171875,2072.780029296875,110.08971342153234,97.94053427843671,113.32364243758084,0.0029539281818384833,-0.009722897808094988,0.006330915127309877
2016-04-02,420.87298583984375,1222.199951171875,2072.780029296875,110.85698953305902,97.94053427843671,113.32364243758084,0.006969553173317822,0.0,0.0
2016-04-03,420.9039916992188,1222.199951171875,2072.780029296875,110.86515640606787,97.94053427843671,113.32364243758084,7.367034810568107e-05,0.0,0.0
2016-04-04,421.4440002441406,1218.0,2066.1298828125,111.00739343155122,97.60397276792251,112.96006366332546,0.001282973209025151,-0.0034363863031151576,-0.003208322345054082
2016-04-05,424.0299987792969,1228.4000244140625,2045.1700439453125,111.688539578226,98.437374820218,111.81414115743358,0.006136043065408936,0.00853860789331895,-0.010144492387214377
2016-04-06,423.4129943847656,1222.5,2066.659912109375,111.52602202065478,97.96457857864144,112.98904158171115,-0.0014550960929827772,-0.004803015546077316,0.010507619269939372
2016-04-07,422.7449951171875,1236.199951171875,2041.9100341796875,111.3500725292275,99.0624190228956,111.63590893992807,-0.0015776541495821084,0.011206504026073594,-0.011975786526205012
2016-04-08,420.3489990234375,1242.5,2047.5999755859373,110.71897259451427,99.56727107072555,111.94699109833317,-0.0056677101359551285,0.00509630244051773,0.0027865779152878023
2016-04-09,419.4110107421875,1242.5,2047.5999755859373,110.4719086094757,99.56727107072555,111.94699109833317,-0.0022314512070426007,0.0,0.0
2016-04-10,421.5639953613281,1242.5,2047.5999755859373,111.03899987315621,99.56727107072555,111.94699109833317,0.005133352639766775,0.0,0.0
2016-04-11,422.4830017089844,1256.699951171875,2041.989990234375,111.28106405995513,100.7051788272818,111.64028032098349,0.0021799924988104014,0.01142853213028161,-0.002739785807018724
2016-04-12,425.1900024414063,1259.4000244140625,2061.719970703125,111.9940819108425,100.92154818294836,112.71896364499234,0.00640736011028098,0.00214854248993146,0.0096621337827838
2016-04-13,423.7340087890625,1246.800048828125,2082.419921875,111.61057648638293,99.91185386934711,113.850677493988,-0.0034243365177535345,-0.010004744593997916,0.01004013710204088
2016-04-14,424.2820129394531,1225.0,2082.780029296875,111.7549195362052,98.16491514015195,113.87036539339795,0.0012932739384234893,-0.01748479946613335,0.0001729273803483533
2016-04-15,429.7130126953125,1233.0999755859375,2080.72998046875,113.18543254926527,98.81400364303428,113.75828451790974,0.012800447792337577,0.006612224968112201,-0.0009842848497145784
2016-04-16,430.5719909667969,1233.0999755859375,2080.72998046875,113.41168547700082,98.81400364303428,113.75828451790974,0.0019989580164132548,0.0,0.0
2016-04-17,427.3989868164063,1233.0999755859375,2080.72998046875,112.57592338315607,98.81400364303428,113.75828451790974,-0.007369276722496432,0.0,0.0
2016-04-18,428.5910034179688,1233.5999755859375,2094.340087890625,112.88989785138894,98.8540709553364,114.50238033377731,0.0027890019357359463,0.00040548212626667635,0.006541025289023228
2016-04-19,435.5090026855469,1253.0,2100.800048828125,114.7120831619174,100.40868462906971,114.85556122759859,0.01614126104469693,0.015726349544428198,0.0030844851678346608
2016-04-20,441.3890075683594,1253.199951171875,2102.39990234375,116.26086310664954,100.42470764116709,114.94302889189227,0.013501454267428992,0.0001595779504190986,0.0007615448773992117
2016-04-21,449.4249877929688,1249.0,2091.47998046875,118.37752206462409,100.08814613065289,114.34601169541313,0.018206117703021496,-0.0033513815316922324,-0.005194027008290192
2016-04-22,445.7369995117188,1228.699951171875,2091.580078125,117.406114319181,98.46140933836405,114.35148426406265,-0.008206015200358463,-0.016253041495696507,4.785972478082989e-05
2016-04-23,450.2820129394531,1228.699951171875,2091.580078125,118.60326054366614,98.46140933836405,114.35148426406265,0.010196625886370603,0.0,0.0
2016-04-24,458.5549926757813,1228.699951171875,2091.580078125,120.78234463528884,98.46140933836405,114.35148426406265,0.018372885211030088,0.0,0.0
2016-04-25,461.4259948730469,1238.9000244140625,2087.7900390625,121.53856009990591,99.27878837856214,114.14427412817143,0.006260976858004641,0.008301516763681072,-0.0018120458796383465
2016-04-26,466.0889892578125,1242.199951171875,2091.699951171875,122.76678224078094,99.54322677052083,114.35803799871367,0.010105617014595225,0.002663594069564512,0.0018727515871905798
